Rank,Player,Team,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_G,MISC_FPTS,MISC_FPTS/G,MISC_OWN
235,Justin Davis ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
236,Rico Dowdle ,DAL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
237,Anthony Kukwa ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
238,Taquan Mizzell ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
239,Raymond Calais ,TB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.4%
240,Detrez Newsome ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
241,Benny LeMay ,CLE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
242,Darius Bradwell ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
243,Tony Jones Jr. ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
244,Jordan Chunn ,DAL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.1%
245,Rodney Smith ,CAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
246,Donnie Ernsberger ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
247,Shaun Wilson ,TEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
248,Darius Anderson ,DAL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
249,Trenton Cannon ,NYJ,0,0,0.0,0,0,0,0,0,0,0.0,0,0,4,0.0,0.0,0.2%
250,James Gilbert ,LAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
251,Scottie Phillips ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
252,Lavon Coleman ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
253,Artavis Pierce ,CHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
254,Xavier Jones ,LAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
255,Patrick Taylor Jr. ,GB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
256,Ralph Webb ,PIT,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
257,DeeJay Dallas ,SEA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.2%
258,Adrian Killins Jr. ,PHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
259,Verron Haynes ,ATL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
260,Terrelle Smith ,DET,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
261,Tim Castille ,KC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
262,Samkon Gado ,TEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
263,Willie Parker ,WAS,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
264,Xavier Omon ,SF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
265,Ryan Moats ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
266,Mike Bell ,BUF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
267,Naufahu Tahi ,MIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
268,Quinton Ganther ,BUF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
269,Stevan Ridley ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
270,Shane Bannon ,KC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
271,Jay Finley ,CIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
272,Reagan Maui'a ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
273,LeGarrette Blount ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
274,J.J. Arrington ,PHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
275,Chris Ivory ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
276,Jehuu Caulcrick ,BUF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
277,Garrett Mills ,NE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
278,Devin Moore ,IND,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
279,Andre Anderson ,BUF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
280,Javarris James ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
281,Deon Anderson ,MIA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
282,Clifton Smith ,CLE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
283,Correll Buckhalter ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
284,Dan Kreider ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
285,Dantrell Savage ,CAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
286,DeShawn Wynn ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
287,Edgerrin James ,SEA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
288,Fred Taylor ,NE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
289,Gartrell Johnson ,ATL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
290,Ahman Green ,GB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
291,Albert Young ,JAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
292,Alvin Pearman ,TEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
293,Anthony Alridge ,WAS,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
294,Antonio Pittman ,LAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
295,B.J. Askew ,TB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
296,Brad Hoover ,CAR,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
297,Chris Henry ,SEA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
298,Carey Davis ,WAS,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
299,Chad Simpson ,WAS,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
300,Leonard Weaver ,PHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
301,Kyle Eckel ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
302,Ladell Betts ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
303,LaMont Jordan ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
304,LenDale White ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
305,Kolby Smith ,JAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
306,Madison Hedgecock ,NYG,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
307,Marcus Mailei ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
308,Marcus Mason ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
309,Matt Lawrence ,BAL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
310,Korey Hall ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
311,Jamaal Charles ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
312,Jamal Lewis ,CLE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
313,Jason McKie ,BAL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
314,Jason Wright ,ARI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
315,Javarris Williams ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
316,Jeremi Johnson ,CIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
317,Jonathan Stewart ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
318,Justin Fargas ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
319,Justin Griffith ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
320,Kahlil Bell ,GB,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
321,Kenny Irons ,CIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
322,Cameron Artis-Payne ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
323,Willie Carter ,CHI,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
324,Jerick McKinnon ,SF,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,4.9%
325,Tim Flanders ,NO,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
326,David Fluellen ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
327,Derrick Coleman ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
328,Carlin Isles ,DET,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
329,Jeremy Hill ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
330,Brennan Clay ,DEN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
331,Aaron Stecker ,ATL,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
332,Lamar Miller ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,2.2%
333,Robert Turbin ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
334,Rodney Stewart ,CIN,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
335,Chad Spann ,HOU,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
336,Isaac Odim ,LAC,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
337,Nick Bellore ,SEA,0,0,0.0,0,0,0,2,2,23,11.5,1,0,14,0.0,0.0,0.0%
338,DuJuan Harris ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
339,Eddie Williams ,CLE,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
340,Ryan Mahaffey ,IND,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
341,Mike Gillislee ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
342,Christine Michael ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
343,Travaris Cadet ,FA,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
344,Jamize Olawale ,DAL,0,0,0.0,0,0,0,0,2,0,0.0,0,0,16,0.0,0.0,0.1%
345,Corey Clement ,PHI,0,0,0.0,0,0,0,0,0,0,0.0,0,2,4,-4.0,-1.0,0.3%
